Date,Customer,Product,Category,Quantity,Price,Discount(%),TotalAmount,Region,Salesperson
2025-01-30,A,Bag,Accessories,1,1200,15,1020.0,East,Priya
2025-01-31,C,Perfume,Beauty,3,900,0,2700.0,South,Sneha
2025-02-01,G,Perfume,Beauty,5,900,5,4275.0,South,Rahul
2025-02-02,G,Laptop,Electronics,2,45000,10,81000.0,West,Sneha
2025-02-03,B,Laptop,Electronics,3,45000,5,128250.0,East,Sneha
2025-02-04,D,Perfume,Beauty,1,900,15,765.0,West,Neha
2025-02-05,E,Shoes,Footwear,5,1500,0,7500.0,East,Rahul
2025-02-06,F,T-shirt,Clothing,4,700,5,2660.0,East,Karan
2025-02-07,C,Perfume,Beauty,2,900,10,1620.0,West,Priya
2025-02-08,F,Bag,Accessories,4,1200,0,4800.0,East,Rahul
2025-02-09,B,T-shirt,Clothing,4,700,10,2520.0,North,Rahul
2025-02-10,G,Perfume,Beauty,5,900,15,3825.0,South,Karan
2025-02-11,H,Perfume,Beauty,5,900,5,4275.0,East,Sneha
2025-02-12,F,T-shirt,Clothing,2,700,15,1190.0,East,Neha
2025-02-13,C,Laptop,Electronics,3,45000,0,135000.0,West,Amit
2025-02-14,C,Perfume,Beauty,4,900,0,3600.0,North,Rahul
2025-02-15,F,Watch,Accessories,5,2500,5,11875.0,North,Neha
2025-02-16,H,Laptop,Electronics,3,45000,0,135000.0,North,Neha
2025-02-17,A,T-shirt,Clothing,2,700,5,1330.0,West,Amit
2025-02-18,B,Laptop,Electronics,2,45000,10,81000.0,South,Priya
2025-02-19,B,Sunglasses,Accessories,4,800,10,2880.0,West,Priya
2025-02-20,F,Laptop,Electronics,1,45000,10,40500.0,South,Amit
2025-02-21,F,Laptop,Electronics,1,45000,0,45000.0,North,Sneha
2025-02-22,A,Headphones,Electronics,4,2500,5,9500.0,North,Neha
2025-02-23,E,Watch,Accessories,3,2500,0,7500.0,West,Rahul
2025-02-24,G,T-shirt,Clothing,5,700,5,3325.0,West,Rahul
2025-02-25,D,Perfume,Beauty,1,900,5,855.0,North,Neha
2025-02-26,F,T-shirt,Clothing,5,700,5,3325.0,South,Rahul
2025-02-27,D,Shoes,Footwear,5,1500,0,7500.0,North,Karan
2025-02-28,A,Perfume,Beauty,5,900,5,4275.0,East,Priya
2025-03-01,E,Perfume,Beauty,3,900,15,2295.0,South,Karan
2025-03-02,E,Sunglasses,Accessories,1,800,10,720.0,West,Karan
2025-03-03,B,Bag,Accessories,1,1200,15,1020.0,East,Sneha
2025-03-04,D,Perfume,Beauty,2,900,10,1620.0,East,Rahul
2025-03-05,A,Watch,Accessories,3,2500,5,7125.0,South,Karan
2025-03-06,C,Laptop,Electronics,4,45000,10,162000.0,South,Karan
2025-03-07,H,Watch,Accessories,5,2500,5,11875.0,South,Sneha
2025-03-08,G,Shoes,Footwear,5,1500,0,7500.0,South,Neha
2025-03-09,F,Watch,Accessories,4,2500,5,9500.0,West,Karan
2025-03-10,C,Sunglasses,Accessories,4,800,5,3040.0,East,Neha
2025-03-11,F,Bag,Accessories,1,1200,10,1080.0,South,Sneha
2025-03-12,B,Shoes,Footwear,3,1500,10,4050.0,North,Neha
2025-03-13,G,Laptop,Electronics,2,45000,0,90000.0,West,Priya
2025-03-14,A,Shoes,Footwear,5,1500,5,7125.0,North,Amit
2025-03-15,C,Headphones,Electronics,1,2500,5,2375.0,South,Priya
2025-03-16,F,Laptop,Electronics,5,45000,10,202500.0,East,Priya
2025-03-17,A,Watch,Accessories,2,2500,5,4750.0,South,Neha
2025-03-18,E,Bag,Accessories,1,1200,0,1200.0,South,Neha
2025-03-19,E,Watch,Accessories,4,2500,0,10000.0,East,Priya
2025-03-20,A,Bag,Accessories,1,1200,5,1140.0,East,Sneha
2025-03-21,D,Perfume,Beauty,2,900,15,1530.0,North,Priya
2025-03-22,F,Sunglasses,Accessories,4,800,5,3040.0,West,Amit
2025-03-23,D,Watch,Accessories,4,2500,15,8500.0,West,Priya
2025-03-24,E,Bag,Accessories,3,1200,5,3420.0,East,Sneha
2025-03-25,A,Headphones,Electronics,1,2500,10,2250.0,North,Sneha
2025-03-26,G,Bag,Accessories,1,1200,0,1200.0,South,Karan
2025-03-27,A,Sunglasses,Accessories,2,800,15,1360.0,North,Neha
2025-03-28,G,Sunglasses,Accessories,4,800,5,3040.0,West,Rahul
2025-03-29,D,T-shirt,Clothing,3,700,15,1785.0,South,Rahul
2025-03-30,E,Perfume,Beauty,1,900,5,855.0,North,Amit
2025-03-31,E,Headphones,Electronics,2,2500,5,4750.0,East,Priya
2025-04-01,E,Perfume,Beauty,5,900,10,4050.0,East,Rahul
2025-04-02,D,Sunglasses,Accessories,5,800,15,3400.0,East,Karan
2025-04-03,G,T-shirt,Clothing,4,700,0,2800.0,South,Karan
2025-04-04,G,Sunglasses,Accessories,5,800,15,3400.0,North,Priya
2025-04-05,A,T-shirt,Clothing,3,700,15,1785.0,South,Neha
2025-04-06,H,Shoes,Footwear,1,1500,5,1425.0,South,Amit
2025-04-07,H,Headphones,Electronics,5,2500,15,10625.0,South,Priya
2025-04-08,C,Headphones,Electronics,1,2500,5,2375.0,South,Amit
2025-04-09,D,Headphones,Electronics,2,2500,5,4750.0,East,Rahul
2025-04-10,E,Sunglasses,Accessories,1,800,0,800.0,West,Karan
2025-04-11,H,Bag,Accessories,4,1200,5,4560.0,East,Neha
2025-04-12,D,Laptop,Electronics,3,45000,10,121500.0,North,Sneha
2025-04-13,C,Headphones,Electronics,5,2500,0,12500.0,East,Neha
2025-04-14,H,T-shirt,Clothing,3,700,15,1785.0,South,Priya
2025-04-15,C,Sunglasses,Accessories,3,800,0,2400.0,North,Rahul
2025-04-16,C,Sunglasses,Accessories,4,800,5,3040.0,South,Rahul
2025-04-17,C,Watch,Accessories,5,2500,10,11250.0,South,Neha
2025-04-18,B,Bag,Accessories,1,1200,15,1020.0,South,Amit
2025-04-19,C,Laptop,Electronics,1,45000,5,42750.0,West,Amit
2025-04-20,D,T-shirt,Clothing,1,700,5,665.0,North,Amit
2025-04-21,A,Laptop,Electronics,2,45000,5,85500.0,West,Amit
2025-04-22,G,Headphones,Electronics,2,2500,5,4750.0,West,Karan
2025-04-23,H,Watch,Accessories,3,2500,0,7500.0,North,Karan
2025-04-24,F,Sunglasses,Accessories,5,800,0,4000.0,East,Karan
2025-04-25,A,Headphones,Electronics,5,2500,5,11875.0,East,Rahul
2025-04-26,G,Bag,Accessories,4,1200,10,4320.0,North,Rahul
2025-04-27,F,Laptop,Electronics,4,45000,15,153000.0,South,Priya
2025-04-28,C,Perfume,Beauty,4,900,5,3420.0,North,Neha
2025-04-29,H,Headphones,Electronics,2,2500,0,5000.0,North,Amit
2025-04-30,D,Shoes,Footwear,2,1500,15,2550.0,West,Neha
2025-05-01,G,T-shirt,Clothing,4,700,5,2660.0,East,Sneha
2025-05-02,B,Perfume,Beauty,4,900,0,3600.0,North,Rahul
2025-05-03,F,Perfume,Beauty,4,900,5,3420.0,West,Priya
2025-05-04,E,Sunglasses,Accessories,3,800,15,2040.0,West,Rahul
2025-05-05,G,Sunglasses,Accessories,2,800,15,1360.0,North,Karan
2025-05-06,H,Headphones,Electronics,4,2500,10,9000.0,East,Priya
2025-05-07,E,Laptop,Electronics,4,45000,10,162000.0,South,Karan
2025-05-08,H,Bag,Accessories,1,1200,10,1080.0,South,Sneha
2025-05-09,F,Perfume,Beauty,5,900,15,3825.0,North,Priya
2025-05-10,H,Shoes,Footwear,4,1500,15,5100.0,East,Amit
2025-05-11,C,Shoes,Footwear,4,1500,5,5700.0,South,Karan
2025-05-12,E,Perfume,Beauty,1,900,10,810.0,North,Karan
2025-05-13,B,Sunglasses,Accessories,2,800,0,1600.0,North,Amit
2025-05-14,G,Shoes,Footwear,1,1500,15,1275.0,South,Karan
2025-05-15,F,Bag,Accessories,3,1200,0,3600.0,North,Sneha
2025-05-16,F,Shoes,Footwear,3,1500,0,4500.0,South,Karan
2025-05-17,F,Shoes,Footwear,4,1500,10,5400.0,East,Sneha
2025-05-18,G,Sunglasses,Accessories,4,800,0,3200.0,East,Sneha
2025-05-19,C,T-shirt,Clothing,2,700,10,1260.0,West,Rahul
2025-05-20,B,Perfume,Beauty,1,900,10,810.0,South,Sneha
2025-05-21,H,Laptop,Electronics,5,45000,15,191250.0,East,Priya
2025-05-22,H,Sunglasses,Accessories,1,800,0,800.0,East,Karan
2025-05-23,H,Watch,Accessories,5,2500,15,10625.0,West,Rahul
2025-05-24,G,T-shirt,Clothing,5,700,0,3500.0,South,Karan
2025-05-25,E,Bag,Accessories,5,1200,5,5700.0,East,Karan
2025-05-26,A,Laptop,Electronics,2,45000,5,85500.0,West,Priya
2025-05-27,G,Headphones,Electronics,1,2500,0,2500.0,South,Priya
2025-05-28,E,Bag,Accessories,2,1200,0,2400.0,West,Priya
2025-05-29,G,Laptop,Electronics,3,45000,15,114750.0,South,Priya
2025-05-30,D,Shoes,Footwear,3,1500,15,3825.0,West,Rahul
2025-05-31,G,Headphones,Electronics,3,2500,0,7500.0,South,Priya
2025-06-01,G,Headphones,Electronics,2,2500,15,4250.0,East,Rahul
2025-06-02,B,Bag,Accessories,1,1200,15,1020.0,East,Neha
2025-06-03,E,Perfume,Beauty,4,900,15,3060.0,South,Karan
2025-06-04,A,Bag,Accessories,2,1200,0,2400.0,West,Priya
2025-06-05,B,T-shirt,Clothing,5,700,15,2975.0,North,Neha
2025-06-06,A,Perfume,Beauty,2,900,15,1530.0,South,Priya
2025-06-07,C,Shoes,Footwear,3,1500,5,4275.0,West,Priya
2025-06-08,G,Shoes,Footwear,4,1500,5,5700.0,North,Rahul
2025-06-09,F,T-shirt,Clothing,5,700,15,2975.0,East,Neha
2025-06-10,D,Perfume,Beauty,1,900,0,900.0,East,Karan
2025-06-11,F,Bag,Accessories,3,1200,0,3600.0,West,Karan
2025-06-12,D,Bag,Accessories,2,1200,0,2400.0,North,Neha
2025-06-13,A,Sunglasses,Accessories,3,800,15,2040.0,North,Neha
2025-06-14,B,Perfume,Beauty,4,900,10,3240.0,East,Rahul
2025-06-15,F,Bag,Accessories,5,1200,15,5100.0,South,Karan
2025-06-16,F,Bag,Accessories,2,1200,10,2160.0,West,Neha
2025-06-17,A,Sunglasses,Accessories,4,800,10,2880.0,East,Priya
2025-06-18,F,T-shirt,Clothing,4,700,0,2800.0,West,Priya
2025-06-19,D,Bag,Accessories,2,1200,10,2160.0,East,Karan
2025-06-20,H,Headphones,Electronics,4,2500,10,9000.0,North,Amit
2025-06-21,E,Perfume,Beauty,5,900,5,4275.0,North,Amit
2025-06-22,F,Shoes,Footwear,1,1500,5,1425.0,West,Neha
2025-06-23,B,Bag,Accessories,4,1200,5,4560.0,North,Rahul
2025-06-24,G,T-shirt,Clothing,2,700,5,1330.0,South,Rahul
2025-06-25,A,Watch,Accessories,2,2500,0,5000.0,South,Rahul
2025-06-26,B,Bag,Accessories,1,1200,10,1080.0,West,Rahul
2025-06-27,D,Sunglasses,Accessories,2,800,15,1360.0,East,Sneha
2025-06-28,E,Bag,Accessories,2,1200,15,2040.0,East,Priya
2025-06-29,H,Headphones,Electronics,1,2500,10,2250.0,South,Sneha
2025-06-30,B,Perfume,Beauty,5,900,0,4500.0,West,Priya
2025-07-01,C,Headphones,Electronics,5,2500,10,11250.0,West,Neha
2025-07-02,A,Headphones,Electronics,4,2500,5,9500.0,West,Neha
2025-07-03,E,Bag,Accessories,2,1200,0,2400.0,East,Rahul
2025-07-04,F,Watch,Accessories,1,2500,0,2500.0,South,Priya
2025-07-05,H,Perfume,Beauty,5,900,5,4275.0,East,Amit
2025-07-06,A,Watch,Accessories,1,2500,0,2500.0,West,Rahul
2025-07-07,A,Headphones,Electronics,3,2500,5,7125.0,North,Priya
2025-07-08,B,Bag,Accessories,4,1200,15,4080.0,East,Sneha
2025-07-09,H,T-shirt,Clothing,4,700,5,2660.0,North,Priya
2025-07-10,A,Sunglasses,Accessories,2,800,10,1440.0,North,Neha
2025-07-11,H,Perfume,Beauty,1,900,0,900.0,North,Sneha
2025-07-12,H,Watch,Accessories,5,2500,0,12500.0,West,Neha
2025-07-13,A,Perfume,Beauty,3,900,15,2295.0,East,Sneha
2025-07-14,E,Bag,Accessories,4,1200,15,4080.0,South,Neha
2025-07-15,D,Bag,Accessories,3,1200,0,3600.0,South,Sneha
2025-07-16,D,T-shirt,Clothing,3,700,5,1995.0,West,Neha
2025-07-17,E,Watch,Accessories,4,2500,5,9500.0,West,Karan
2025-07-18,A,Shoes,Footwear,2,1500,10,2700.0,South,Neha
2025-07-19,C,Shoes,Footwear,2,1500,5,2850.0,North,Karan
2025-07-20,D,Headphones,Electronics,4,2500,15,8500.0,South,Priya
2025-07-21,C,Perfume,Beauty,5,900,5,4275.0,East,Priya
2025-07-22,C,Watch,Accessories,2,2500,0,5000.0,North,Sneha
2025-07-23,C,Watch,Accessories,5,2500,5,11875.0,West,Karan
2025-07-24,G,Laptop,Electronics,4,45000,10,162000.0,North,Karan
2025-07-25,D,T-shirt,Clothing,1,700,5,665.0,West,Rahul
2025-07-26,B,Shoes,Footwear,1,1500,15,1275.0,South,Karan
2025-07-27,E,Headphones,Electronics,3,2500,0,7500.0,East,Amit
2025-07-28,G,Laptop,Electronics,4,45000,15,153000.0,South,Rahul
2025-07-29,G,T-shirt,Clothing,1,700,10,630.0,East,Neha
2025-07-30,B,Watch,Accessories,4,2500,5,9500.0,South,Karan
2025-07-31,F,Sunglasses,Accessories,5,800,0,4000.0,West,Sneha
2025-08-01,C,Laptop,Electronics,3,45000,0,135000.0,East,Priya
2025-08-02,C,Shoes,Footwear,1,1500,15,1275.0,East,Neha
2025-08-03,F,T-shirt,Clothing,3,700,15,1785.0,South,Karan
2025-08-04,G,Laptop,Electronics,4,45000,15,153000.0,South,Neha
2025-08-05,B,Headphones,Electronics,2,2500,10,4500.0,West,Rahul
2025-08-06,D,Perfume,Beauty,5,900,10,4050.0,West,Rahul
2025-08-07,A,Headphones,Electronics,1,2500,0,2500.0,East,Karan
2025-08-08,F,Laptop,Electronics,3,45000,0,135000.0,North,Priya
2025-08-09,A,Sunglasses,Accessories,2,800,10,1440.0,East,Sneha
2025-08-10,B,Shoes,Footwear,5,1500,15,6375.0,West,Karan
2025-08-11,B,Perfume,Beauty,2,900,10,1620.0,East,Priya
2025-08-12,H,T-shirt,Clothing,4,700,15,2380.0,West,Priya
2025-08-13,C,T-shirt,Clothing,4,700,0,2800.0,East,Karan
2025-08-14,A,Headphones,Electronics,2,2500,10,4500.0,East,Priya
2025-08-15,E,Sunglasses,Accessories,2,800,15,1360.0,East,Rahul
2025-08-16,D,Bag,Accessories,2,1200,10,2160.0,South,Sneha
2025-08-17,H,Shoes,Footwear,3,1500,15,3825.0,South,Priya
2025-08-18,F,Perfume,Beauty,4,900,15,3060.0,North,Neha
2025-08-19,E,T-shirt,Clothing,2,700,15,1190.0,East,Karan
2025-08-20,E,Bag,Accessories,4,1200,0,4800.0,East,Priya
2025-08-21,E,T-shirt,Clothing,1,700,15,595.0,West,Karan
2025-08-22,B,T-shirt,Clothing,5,700,10,3150.0,South,Sneha
2025-08-23,H,Sunglasses,Accessories,4,800,5,3040.0,North,Karan
2025-08-24,G,Watch,Accessories,3,2500,5,7125.0,West,Neha
2025-08-25,B,Watch,Accessories,4,2500,10,9000.0,West,Karan
2025-08-26,E,Headphones,Electronics,4,2500,15,8500.0,East,Sneha
2025-08-27,E,Laptop,Electronics,3,45000,5,128250.0,West,Amit
2025-08-28,C,Laptop,Electronics,3,45000,0,135000.0,South,Karan
2025-08-29,C,Headphones,Electronics,4,2500,15,8500.0,North,Sneha
2025-08-30,D,Headphones,Electronics,1,2500,0,2500.0,South,Rahul
2025-08-31,F,Laptop,Electronics,2,45000,5,85500.0,North,Karan
2025-09-01,D,Sunglasses,Accessories,4,800,10,2880.0,North,Priya
2025-09-02,E,Headphones,Electronics,5,2500,15,10625.0,East,Karan
2025-09-03,A,Sunglasses,Accessories,4,800,5,3040.0,West,Karan
2025-09-04,D,T-shirt,Clothing,4,700,0,2800.0,West,Karan
2025-09-05,D,Headphones,Electronics,1,2500,0,2500.0,South,Karan
2025-09-06,D,Sunglasses,Accessories,1,800,15,680.0,East,Amit
2025-09-07,A,Perfume,Beauty,3,900,10,2430.0,North,Neha
2025-09-08,A,T-shirt,Clothing,1,700,15,595.0,South,Sneha
2025-09-09,H,Sunglasses,Accessories,3,800,0,2400.0,South,Amit
2025-09-10,C,Bag,Accessories,4,1200,0,4800.0,North,Priya
2025-09-11,H,Sunglasses,Accessories,5,800,0,4000.0,South,Sneha
2025-09-12,D,Watch,Accessories,3,2500,10,6750.0,South,Rahul
2025-09-13,F,Sunglasses,Accessories,1,800,5,760.0,West,Amit
2025-09-14,G,Shoes,Footwear,5,1500,0,7500.0,West,Neha
2025-09-15,D,Bag,Accessories,4,1200,0,4800.0,East,Sneha
2025-09-16,G,Headphones,Electronics,1,2500,10,2250.0,North,Amit
2025-09-17,H,Watch,Accessories,1,2500,10,2250.0,East,Karan
2025-09-18,B,Perfume,Beauty,1,900,0,900.0,North,Rahul
2025-09-19,G,Watch,Accessories,3,2500,15,6375.0,West,Priya
2025-09-20,E,Laptop,Electronics,2,45000,5,85500.0,East,Karan
2025-09-21,G,Sunglasses,Accessories,1,800,15,680.0,East,Karan
2025-09-22,H,Headphones,Electronics,5,2500,0,12500.0,North,Karan
2025-09-23,C,Bag,Accessories,3,1200,0,3600.0,North,Neha
2025-09-24,E,Headphones,Electronics,5,2500,0,12500.0,North,Sneha
2025-09-25,F,Watch,Accessories,5,2500,5,11875.0,West,Neha
2025-09-26,H,Headphones,Electronics,2,2500,10,4500.0,North,Rahul
2025-09-27,D,Watch,Accessories,3,2500,0,7500.0,East,Rahul
2025-09-28,G,Bag,Accessories,3,1200,15,3060.0,North,Neha
2025-09-29,E,Laptop,Electronics,1,45000,15,38250.0,North,Neha
2025-09-30,C,Sunglasses,Accessories,1,800,5,760.0,West,Neha
2025-10-01,E,Sunglasses,Accessories,2,800,10,1440.0,North,Amit
2025-10-02,D,Headphones,Electronics,2,2500,15,4250.0,East,Amit
2025-10-03,E,Perfume,Beauty,5,900,15,3825.0,North,Rahul
2025-10-04,F,Watch,Accessories,3,2500,15,6375.0,South,Amit
2025-10-05,E,Bag,Accessories,5,1200,5,5700.0,West,Priya
2025-10-06,A,Headphones,Electronics,4,2500,15,8500.0,North,Sneha
2025-10-07,G,Bag,Accessories,4,1200,5,4560.0,North,Amit
2025-10-08,C,Sunglasses,Accessories,3,800,15,2040.0,South,Amit
2025-10-09,H,Laptop,Electronics,3,45000,0,135000.0,West,Neha
2025-10-10,C,Headphones,Electronics,2,2500,15,4250.0,South,Priya
2025-10-11,B,Bag,Accessories,1,1200,0,1200.0,North,Rahul
2025-10-12,H,Perfume,Beauty,5,900,15,3825.0,South,Rahul
2025-10-13,B,Watch,Accessories,1,2500,0,2500.0,North,Rahul
2025-10-14,C,Headphones,Electronics,4,2500,15,8500.0,South,Neha
2025-10-15,B,Shoes,Footwear,2,1500,0,3000.0,South,Neha
2025-10-16,G,Bag,Accessories,1,1200,15,1020.0,South,Amit
2025-10-17,C,Bag,Accessories,1,1200,15,1020.0,West,Neha
2025-10-18,B,Watch,Accessories,4,2500,5,9500.0,North,Priya
2025-10-19,F,Watch,Accessories,4,2500,0,10000.0,South,Neha
2025-10-20,D,Headphones,Electronics,1,2500,0,2500.0,North,Priya
2025-10-21,H,Sunglasses,Accessories,2,800,15,1360.0,North,Neha
2025-10-22,H,Shoes,Footwear,5,1500,15,6375.0,South,Karan
2025-10-23,B,Sunglasses,Accessories,2,800,0,1600.0,South,Neha
2025-10-24,A,Laptop,Electronics,5,45000,5,213750.0,North,Rahul
2025-10-25,D,Headphones,Electronics,5,2500,0,12500.0,East,Amit
2025-10-26,E,Watch,Accessories,5,2500,5,11875.0,North,Karan
2025-10-27,E,Watch,Accessories,5,2500,10,11250.0,South,Amit
2025-10-28,D,Watch,Accessories,5,2500,0,12500.0,East,Priya
2025-10-29,B,Headphones,Electronics,3,2500,0,7500.0,North,Amit
2025-10-30,C,Perfume,Beauty,5,900,10,4050.0,North,Karan
2025-10-31,H,Watch,Accessories,4,2500,10,9000.0,South,Sneha
2025-11-01,G,Sunglasses,Accessories,4,800,5,3040.0,West,Rahul
2025-11-02,D,Perfume,Beauty,1,900,5,855.0,West,Priya
2025-11-03,D,Shoes,Footwear,2,1500,10,2700.0,South,Karan
2025-11-04,B,Headphones,Electronics,5,2500,10,11250.0,West,Amit
2025-11-05,D,Watch,Accessories,5,2500,5,11875.0,North,Rahul
2025-11-06,G,Shoes,Footwear,1,1500,15,1275.0,West,Amit
2025-11-07,H,Headphones,Electronics,5,2500,15,10625.0,East,Priya
2025-11-08,D,Bag,Accessories,1,1200,15,1020.0,South,Neha
2025-11-09,C,Watch,Accessories,5,2500,10,11250.0,West,Neha
2025-11-10,A,T-shirt,Clothing,3,700,15,1785.0,West,Sneha
2025-11-11,H,Perfume,Beauty,2,900,10,1620.0,South,Rahul
2025-11-12,E,Headphones,Electronics,4,2500,10,9000.0,East,Neha
2025-11-13,H,Shoes,Footwear,3,1500,15,3825.0,East,Rahul
2025-11-14,C,Laptop,Electronics,3,45000,15,114750.0,East,Priya
2025-11-15,G,T-shirt,Clothing,3,700,0,2100.0,East,Rahul
2025-11-16,H,Bag,Accessories,2,1200,15,2040.0,North,Neha
2025-11-17,H,Sunglasses,Accessories,1,800,5,760.0,East,Karan
2025-11-18,H,Bag,Accessories,4,1200,10,4320.0,South,Sneha
2025-11-19,C,Perfume,Beauty,5,900,5,4275.0,South,Neha
2025-11-20,D,Perfume,Beauty,5,900,10,4050.0,East,Rahul
2025-11-21,D,Sunglasses,Accessories,5,800,0,4000.0,South,Amit
2025-11-22,G,Shoes,Footwear,3,1500,15,3825.0,North,Karan
2025-11-23,B,Sunglasses,Accessories,1,800,5,760.0,North,Priya
2025-11-24,A,Shoes,Footwear,1,1500,10,1350.0,North,Amit
2025-11-25,C,Headphones,Electronics,3,2500,0,7500.0,North,Sneha
2025-11-26,A,T-shirt,Clothing,1,700,0,700.0,South,Amit
2025-11-27,F,Sunglasses,Accessories,4,800,15,2720.0,East,Priya
2025-11-28,B,Sunglasses,Accessories,1,800,0,800.0,East,Rahul
2025-11-29,F,Laptop,Electronics,1,45000,10,40500.0,North,Karan
2025-11-30,C,Laptop,Electronics,3,45000,15,114750.0,North,Amit
2025-12-01,C,Headphones,Electronics,3,2500,0,7500.0,North,Rahul
2025-12-02,C,Laptop,Electronics,1,45000,5,42750.0,North,Karan
2025-12-03,H,Bag,Accessories,5,1200,0,6000.0,South,Neha
2025-12-04,H,Laptop,Electronics,3,45000,5,128250.0,North,Amit
2025-12-05,D,T-shirt,Clothing,4,700,15,2380.0,East,Rahul
2025-12-06,A,Bag,Accessories,2,1200,15,2040.0,West,Neha
2025-12-07,A,Perfume,Beauty,4,900,0,3600.0,East,Neha
2025-12-08,G,T-shirt,Clothing,2,700,15,1190.0,West,Neha
2025-12-09,C,Headphones,Electronics,4,2500,0,10000.0,East,Neha
2025-12-10,D,Headphones,Electronics,1,2500,0,2500.0,South,Amit
2025-12-11,C,Laptop,Electronics,5,45000,10,202500.0,South,Neha
2025-12-12,A,Headphones,Electronics,3,2500,0,7500.0,North,Neha
2025-12-13,H,Headphones,Electronics,1,2500,5,2375.0,South,Priya
2025-12-14,C,Sunglasses,Accessories,2,800,15,1360.0,North,Amit
2025-12-15,H,T-shirt,Clothing,4,700,10,2520.0,East,Sneha
2025-12-16,H,Bag,Accessories,5,1200,0,6000.0,West,Rahul
2025-12-17,B,T-shirt,Clothing,2,700,0,1400.0,South,Neha
2025-12-18,G,Headphones,Electronics,5,2500,10,11250.0,West,Karan
2025-12-19,D,T-shirt,Clothing,4,700,5,2660.0,North,Sneha
2025-12-20,D,Sunglasses,Accessories,4,800,5,3040.0,East,Amit
2025-12-21,E,Bag,Accessories,4,1200,15,4080.0,West,Priya
2025-12-22,G,T-shirt,Clothing,5,700,10,3150.0,South,Rahul
2025-12-23,B,Shoes,Footwear,3,1500,5,4275.0,South,Priya
2025-12-24,E,Shoes,Footwear,5,1500,10,6750.0,East,Rahul
2025-12-25,H,Shoes,Footwear,1,1500,15,1275.0,South,Karan
2025-12-26,E,T-shirt,Clothing,4,700,15,2380.0,North,Neha
2025-12-27,H,Laptop,Electronics,4,45000,5,171000.0,North,Neha
2025-12-28,A,Watch,Accessories,1,2500,15,2125.0,South,Neha
2025-12-29,B,Shoes,Footwear,2,1500,15,2550.0,East,Amit
2025-12-30,H,Watch,Accessories,1,2500,5,2375.0,East,Sneha
2025-12-31,D,Laptop,Electronics,5,45000,0,225000.0,North,Sneha
2025-01-01,B,Perfume,Beauty,5,900,10,4050.0,South,Sneha
2025-01-02,H,Laptop,Electronics,2,45000,0,90000.0,East,Amit
2025-01-03,C,Shoes,Footwear,5,1500,0,7500.0,South,Karan
2025-01-04,B,Perfume,Beauty,1,900,5,855.0,South,Priya
2025-01-05,H,Bag,Accessories,3,1200,0,3600.0,West,Karan
2025-01-06,E,Bag,Accessories,3,1200,5,3420.0,North,Amit
2025-01-07,A,Headphones,Electronics,4,2500,5,9500.0,South,Sneha
2025-01-08,C,T-shirt,Clothing,2,700,15,1190.0,West,Rahul
2025-01-09,H,Laptop,Electronics,4,45000,5,171000.0,West,Karan
2025-01-10,H,T-shirt,Clothing,2,700,10,1260.0,West,Neha
2025-01-11,G,Laptop,Electronics,3,45000,0,135000.0,West,Neha
2025-01-12,G,Laptop,Electronics,3,45000,5,128250.0,East,Karan
2025-01-13,B,Headphones,Electronics,4,2500,0,10000.0,North,Priya
2025-01-14,H,Headphones,Electronics,2,2500,5,4750.0,North,Karan
2025-01-15,G,T-shirt,Clothing,2,700,10,1260.0,North,Priya
2025-01-16,H,Headphones,Electronics,5,2500,15,10625.0,South,Karan
2025-01-17,A,Sunglasses,Accessories,2,800,5,1520.0,West,Amit
2025-01-18,G,Shoes,Footwear,5,1500,5,7125.0,South,Neha
2025-01-19,F,Headphones,Electronics,5,2500,15,10625.0,North,Neha
2025-01-20,C,Shoes,Footwear,2,1500,0,3000.0,West,Rahul
2025-01-21,C,T-shirt,Clothing,4,700,15,2380.0,South,Neha
2025-01-22,A,T-shirt,Clothing,4,700,5,2660.0,East,Neha
2025-01-23,H,Shoes,Footwear,1,1500,5,1425.0,East,Priya
2025-01-24,H,Laptop,Electronics,3,45000,5,128250.0,East,Neha
2025-01-25,F,Laptop,Electronics,4,45000,5,171000.0,East,Sneha
2025-01-26,D,Bag,Accessories,1,1200,10,1080.0,East,Sneha
2025-01-27,C,T-shirt,Clothing,2,700,10,1260.0,East,Neha
2025-01-28,A,Shoes,Footwear,2,1500,5,2850.0,North,Rahul
2025-01-29,D,Watch,Accessories,2,2500,15,4250.0,West,Karan
2025-01-30,B,Watch,Accessories,2,2500,10,4500.0,East,Rahul
2025-01-31,H,Laptop,Electronics,4,45000,5,171000.0,East,Neha
2025-02-01,D,Bag,Accessories,4,1200,5,4560.0,North,Karan
2025-02-02,B,Sunglasses,Accessories,4,800,10,2880.0,North,Rahul
2025-02-03,A,Perfume,Beauty,3,900,0,2700.0,North,Amit
2025-02-04,C,Watch,Accessories,4,2500,5,9500.0,West,Amit
2025-02-05,A,Laptop,Electronics,3,45000,5,128250.0,South,Amit
2025-02-06,F,Shoes,Footwear,3,1500,5,4275.0,North,Neha
2025-02-07,G,Sunglasses,Accessories,1,800,0,800.0,North,Neha
2025-02-08,C,T-shirt,Clothing,5,700,10,3150.0,South,Karan
2025-02-09,A,Headphones,Electronics,3,2500,10,6750.0,South,Amit
2025-02-10,D,Sunglasses,Accessories,2,800,5,1520.0,East,Neha
